episode,iot,time,reward,delay,action
4,11,95,-10.0,10.0,5.0
4,11,96,-20.0,10.0,2.0
4,11,97,0.0,0.0,-1.0
4,11,98,-20.0,10.0,4.0
4,11,99,0.0,0.0,-1.0
4,11,100,0.0,0.0,-1.0
4,11,101,0.0,0.0,-1.0
4,11,102,0.0,0.0,-1.0
4,11,103,0.0,0.0,-1.0
4,11,104,0.0,0.0,-1.0
4,11,105,0.0,0.0,-1.0
4,11,106,0.0,0.0,-1.0
4,11,107,0.0,0.0,-1.0
4,11,108,0.0,0.0,-1.0
4,11,109,0.0,0.0,-1.0
5,11,0,-3.0,3.0,3.0
5,11,1,0.0,0.0,-1.0
5,11,2,0.0,0.0,-1.0
5,11,3,-5.0,5.0,5.0
5,11,4,0.0,0.0,-1.0
5,11,5,0.0,0.0,-1.0
5,11,6,-4.0,4.0,0.0
5,11,7,-5.0,5.0,1.0
5,11,8,0.0,0.0,-1.0
5,11,9,0.0,0.0,-1.0
5,11,10,-4.0,4.0,1.0
5,11,11,-8.0,8.0,5.0
5,11,12,0.0,0.0,-1.0
5,11,13,0.0,0.0,-1.0
5,11,14,0.0,0.0,-1.0
5,11,15,-3.0,3.0,0.0
5,11,16,-7.0,7.0,0.0
5,11,17,0.0,0.0,-1.0
5,11,18,0.0,0.0,-1.0
5,11,19,0.0,0.0,-1.0
5,11,20,-8.0,8.0,0.0
5,11,21,0.0,0.0,-1.0
5,11,22,-4.0,4.0,1.0
5,11,23,-6.0,6.0,5.0
5,11,24,-8.0,8.0,0.0
5,11,25,0.0,0.0,-1.0
5,11,26,-5.0,5.0,4.0
5,11,27,0.0,0.0,-1.0
5,11,28,-6.0,6.0,3.0
5,11,29,0.0,0.0,-1.0
5,11,30,0.0,0.0,-1.0
5,11,31,-7.0,7.0,4.0
5,11,32,0.0,0.0,-1.0
5,11,33,0.0,0.0,-1.0
5,11,34,0.0,0.0,-1.0
5,11,35,0.0,0.0,-1.0
5,11,36,0.0,0.0,-1.0
5,11,37,-4.0,4.0,4.0
5,11,38,0.0,0.0,-1.0
5,11,39,0.0,0.0,-1.0
5,11,40,-4.0,4.0,1.0
5,11,41,-7.0,7.0,4.0
5,11,42,0.0,0.0,-1.0
5,11,43,0.0,0.0,-1.0
5,11,44,0.0,0.0,-1.0
5,11,45,0.0,0.0,-1.0
5,11,46,0.0,0.0,-1.0
5,11,47,0.0,0.0,-1.0
5,11,48,-6.0,6.0,3.0
5,11,49,-8.0,8.0,5.0
5,11,50,-3.0,3.0,0.0
5,11,51,-8.0,8.0,1.0
5,11,52,0.0,0.0,-1.0
5,11,53,-9.0,9.0,2.0
5,11,54,0.0,0.0,-1.0
5,11,55,0.0,0.0,-1.0
5,11,56,0.0,0.0,-1.0
5,11,57,0.0,0.0,-1.0
5,11,58,0.0,0.0,-1.0
5,11,59,0.0,0.0,-1.0
5,11,60,0.0,0.0,-1.0
5,11,61,0.0,0.0,-1.0
5,11,62,0.0,0.0,-1.0
5,11,63,0.0,0.0,-1.0
5,11,64,0.0,0.0,-1.0
5,11,65,-6.0,6.0,1.0
5,11,66,0.0,0.0,-1.0
5,11,67,0.0,0.0,-1.0
5,11,68,0.0,0.0,-1.0
5,11,69,-6.0,6.0,0.0
5,11,70,0.0,0.0,-1.0
5,11,71,0.0,0.0,-1.0
5,11,72,-7.0,7.0,0.0
5,11,73,0.0,0.0,-1.0
5,11,74,0.0,0.0,-1.0
5,11,75,-6.0,6.0,2.0
5,11,76,-7.0,7.0,0.0
5,11,77,0.0,0.0,-1.0
5,11,78,0.0,0.0,-1.0
5,11,79,0.0,0.0,-1.0
5,11,80,-5.0,5.0,2.0
5,11,81,0.0,0.0,-1.0
5,11,82,0.0,0.0,-1.0
5,11,83,0.0,0.0,-1.0
5,11,84,0.0,0.0,-1.0
5,11,85,0.0,0.0,-1.0
5,11,86,0.0,0.0,-1.0
5,11,87,0.0,0.0,-1.0
5,11,88,-5.0,5.0,2.0
5,11,89,0.0,0.0,-1.0
5,11,90,0.0,0.0,-1.0
5,11,91,0.0,0.0,-1.0
5,11,92,-6.0,6.0,0.0
5,11,93,0.0,0.0,-1.0
5,11,94,0.0,0.0,-1.0
5,11,95,0.0,0.0,-1.0
5,11,96,-6.0,6.0,4.0
5,11,97,0.0,0.0,-1.0
5,11,98,0.0,0.0,-1.0
5,11,99,-3.0,3.0,3.0
5,11,100,0.0,0.0,-1.0
5,11,101,0.0,0.0,-1.0
5,11,102,0.0,0.0,-1.0
5,11,103,0.0,0.0,-1.0
5,11,104,0.0,0.0,-1.0
5,11,105,0.0,0.0,-1.0
5,11,106,0.0,0.0,-1.0
5,11,107,0.0,0.0,-1.0
5,11,108,0.0,0.0,-1.0
5,11,109,0.0,0.0,-1.0
6,11,0,0.0,0.0,-1.0
6,11,1,-4.0,4.0,0.0
6,11,2,0.0,0.0,-1.0
6,11,3,0.0,0.0,-1.0
6,11,4,0.0,0.0,-1.0
6,11,5,0.0,0.0,-1.0
6,11,6,0.0,0.0,-1.0
6,11,7,0.0,0.0,-1.0
6,11,8,0.0,0.0,-1.0
6,11,9,-7.0,7.0,3.0
6,11,10,-3.0,3.0,0.0
6,11,11,0.0,0.0,-1.0
6,11,12,0.0,0.0,-1.0
6,11,13,0.0,0.0,-1.0
6,11,14,0.0,0.0,-1.0
6,11,15,0.0,0.0,-1.0
6,11,16,0.0,0.0,-1.0
6,11,17,0.0,0.0,-1.0
6,11,18,0.0,0.0,-1.0
6,11,19,-6.0,6.0,3.0
6,11,20,0.0,0.0,-1.0
6,11,21,0.0,0.0,-1.0
6,11,22,0.0,0.0,-1.0
6,11,23,0.0,0.0,-1.0
6,11,24,0.0,0.0,-1.0
6,11,25,0.0,0.0,-1.0
6,11,26,0.0,0.0,-1.0
6,11,27,0.0,0.0,-1.0
6,11,28,0.0,0.0,-1.0
6,11,29,0.0,0.0,-1.0
6,11,30,0.0,0.0,-1.0
6,11,31,0.0,0.0,-1.0
6,11,32,0.0,0.0,-1.0
6,11,33,-3.0,3.0,4.0
6,11,34,0.0,0.0,-1.0
6,11,35,-4.0,4.0,0.0
6,11,36,0.0,0.0,-1.0
6,11,37,0.0,0.0,-1.0
6,11,38,0.0,0.0,-1.0
6,11,39,0.0,0.0,-1.0
6,11,40,-4.0,4.0,1.0
6,11,41,0.0,0.0,-1.0
6,11,42,0.0,0.0,-1.0
6,11,43,0.0,0.0,-1.0
6,11,44,-4.0,4.0,1.0
6,11,45,-4.0,4.0,0.0
6,11,46,-5.0,5.0,3.0
6,11,47,0.0,0.0,-1.0
6,11,48,0.0,0.0,-1.0
6,11,49,-4.0,4.0,5.0
6,11,50,0.0,0.0,-1.0
6,11,51,0.0,0.0,-1.0
6,11,52,0.0,0.0,-1.0
6,11,53,-4.0,4.0,2.0
6,11,54,0.0,0.0,-1.0
6,11,55,0.0,0.0,-1.0
6,11,56,0.0,0.0,-1.0
6,11,57,0.0,0.0,-1.0
6,11,58,0.0,0.0,-1.0
6,11,59,0.0,0.0,-1.0
6,11,60,0.0,0.0,-1.0
6,11,61,0.0,0.0,-1.0
6,11,62,0.0,0.0,-1.0
6,11,63,0.0,0.0,-1.0
6,11,64,0.0,0.0,-1.0
6,11,65,-5.0,5.0,4.0
6,11,66,0.0,0.0,-1.0
6,11,67,0.0,0.0,-1.0
6,11,68,-3.0,3.0,5.0
6,11,69,0.0,0.0,-1.0
6,11,70,-6.0,6.0,0.0
6,11,71,-5.0,5.0,5.0
6,11,72,0.0,0.0,-1.0
6,11,73,0.0,0.0,-1.0
6,11,74,0.0,0.0,-1.0
6,11,75,0.0,0.0,-1.0
6,11,76,0.0,0.0,-1.0
6,11,77,0.0,0.0,-1.0
6,11,78,0.0,0.0,-1.0
6,11,79,0.0,0.0,-1.0
6,11,80,0.0,0.0,-1.0
6,11,81,0.0,0.0,-1.0
6,11,82,0.0,0.0,-1.0
6,11,83,0.0,0.0,-1.0
6,11,84,0.0,0.0,-1.0
6,11,85,0.0,0.0,-1.0
6,11,86,-5.0,5.0,4.0
6,11,87,0.0,0.0,-1.0
6,11,88,-5.0,5.0,5.0
6,11,89,0.0,0.0,-1.0
6,11,90,-7.0,7.0,2.0
6,11,91,-10.0,10.0,2.0
6,11,92,-20.0,10.0,3.0
6,11,93,-6.0,6.0,0.0
6,11,94,-20.0,10.0,2.0
6,11,95,-20.0,10.0,2.0
6,11,96,0.0,0.0,-1.0
6,11,97,-20.0,10.0,3.0
6,11,98,0.0,0.0,-1.0
6,11,99,-20.0,10.0,4.0
6,11,100,0.0,0.0,-1.0
6,11,101,0.0,0.0,-1.0
6,11,102,0.0,0.0,-1.0
6,11,103,0.0,0.0,-1.0
6,11,104,0.0,0.0,-1.0
6,11,105,0.0,0.0,-1.0
6,11,106,0.0,0.0,-1.0
6,11,107,0.0,0.0,-1.0
6,11,108,0.0,0.0,-1.0
6,11,109,0.0,0.0,-1.0
7,11,0,0.0,0.0,-1.0
7,11,1,0.0,0.0,-1.0
7,11,2,0.0,0.0,-1.0
7,11,3,-5.0,5.0,1.0
7,11,4,0.0,0.0,-1.0
7,11,5,0.0,0.0,-1.0
7,11,6,-6.0,6.0,0.0
7,11,7,0.0,0.0,-1.0
7,11,8,0.0,0.0,-1.0
7,11,9,0.0,0.0,-1.0
7,11,10,0.0,0.0,-1.0
7,11,11,0.0,0.0,-1.0
7,11,12,0.0,0.0,-1.0
7,11,13,0.0,0.0,-1.0
7,11,14,0.0,0.0,-1.0
7,11,15,0.0,0.0,-1.0
7,11,16,0.0,0.0,-1.0
7,11,17,0.0,0.0,-1.0
7,11,18,0.0,0.0,-1.0
7,11,19,-4.0,4.0,1.0
7,11,20,-7.0,7.0,2.0
7,11,21,0.0,0.0,-1.0
7,11,22,0.0,0.0,-1.0
7,11,23,-7.0,7.0,3.0
7,11,24,-20.0,10.0,1.0
7,11,25,-20.0,10.0,5.0
7,11,26,0.0,0.0,-1.0
7,11,27,0.0,0.0,-1.0
7,11,28,0.0,0.0,-1.0
7,11,29,0.0,0.0,-1.0
7,11,30,0.0,0.0,-1.0
7,11,31,-5.0,5.0,0.0
7,11,32,0.0,0.0,-1.0
7,11,33,-4.0,4.0,5.0
7,11,34,-8.0,8.0,0.0
7,11,35,0.0,0.0,-1.0
7,11,36,0.0,0.0,-1.0
7,11,37,0.0,0.0,-1.0
7,11,38,-4.0,4.0,2.0
7,11,39,-5.0,5.0,1.0
7,11,40,0.0,0.0,-1.0
7,11,41,-6.0,6.0,4.0
7,11,42,0.0,0.0,-1.0
7,11,43,0.0,0.0,-1.0
7,11,44,0.0,0.0,-1.0
7,11,45,0.0,0.0,-1.0
7,11,46,-5.0,5.0,0.0
7,11,47,0.0,0.0,-1.0
7,11,48,0.0,0.0,-1.0
7,11,49,-5.0,5.0,0.0
7,11,50,-10.0,10.0,0.0
7,11,51,-3.0,3.0,5.0
7,11,52,0.0,0.0,-1.0
7,11,53,0.0,0.0,-1.0
7,11,54,0.0,0.0,-1.0
7,11,55,0.0,0.0,-1.0
7,11,56,0.0,0.0,-1.0
7,11,57,0.0,0.0,-1.0
7,11,58,0.0,0.0,-1.0
7,11,59,-3.0,3.0,4.0
7,11,60,-4.0,4.0,2.0
7,11,61,-7.0,7.0,1.0
7,11,62,0.0,0.0,-1.0
7,11,63,0.0,0.0,-1.0
7,11,64,0.0,0.0,-1.0
7,11,65,0.0,0.0,-1.0
7,11,66,0.0,0.0,-1.0
7,11,67,-5.0,5.0,5.0
7,11,68,0.0,0.0,-1.0
7,11,69,-6.0,6.0,5.0
7,11,70,0.0,0.0,-1.0
7,11,71,0.0,0.0,-1.0
7,11,72,0.0,0.0,-1.0
7,11,73,0.0,0.0,-1.0
7,11,74,0.0,0.0,-1.0
7,11,75,0.0,0.0,-1.0
7,11,76,0.0,0.0,-1.0
7,11,77,-6.0,6.0,2.0
7,11,78,0.0,0.0,-1.0
7,11,79,-5.0,5.0,5.0
7,11,80,-8.0,8.0,4.0
7,11,81,-10.0,10.0,4.0
7,11,82,-20.0,10.0,3.0
7,11,83,0.0,0.0,-1.0
7,11,84,0.0,0.0,-1.0
7,11,85,0.0,0.0,-1.0
7,11,86,0.0,0.0,-1.0
7,11,87,-20.0,10.0,4.0
7,11,88,-4.0,4.0,0.0
7,11,89,0.0,0.0,-1.0
7,11,90,0.0,0.0,-1.0
7,11,91,0.0,0.0,-1.0
7,11,92,-8.0,8.0,5.0
7,11,93,-10.0,10.0,2.0
7,11,94,-20.0,10.0,3.0
7,11,95,0.0,0.0,-1.0
7,11,96,0.0,0.0,-1.0
7,11,97,-10.0,10.0,1.0
7,11,98,0.0,0.0,-1.0
7,11,99,0.0,0.0,-1.0
7,11,100,0.0,0.0,-1.0
7,11,101,0.0,0.0,-1.0
7,11,102,0.0,0.0,-1.0
7,11,103,0.0,0.0,-1.0
7,11,104,0.0,0.0,-1.0
7,11,105,0.0,0.0,-1.0
7,11,106,0.0,0.0,-1.0
7,11,107,0.0,0.0,-1.0
7,11,108,0.0,0.0,-1.0
7,11,109,0.0,0.0,-1.0
8,11,0,0.0,0.0,-1.0
8,11,1,0.0,0.0,-1.0
8,11,2,-6.0,6.0,0.0
8,11,3,0.0,0.0,-1.0
8,11,4,0.0,0.0,-1.0
8,11,5,-3.0,3.0,3.0
8,11,6,0.0,0.0,-1.0
8,11,7,0.0,0.0,-1.0
8,11,8,0.0,0.0,-1.0
8,11,9,-4.0,4.0,2.0
8,11,10,0.0,0.0,-1.0
8,11,11,0.0,0.0,-1.0
8,11,12,-4.0,4.0,3.0
8,11,13,0.0,0.0,-1.0
8,11,14,-7.0,7.0,5.0
8,11,15,0.0,0.0,-1.0
8,11,16,0.0,0.0,-1.0
8,11,17,0.0,0.0,-1.0
8,11,18,-4.0,4.0,1.0
8,11,19,-6.0,6.0,0.0
8,11,20,-5.0,5.0,2.0
8,11,21,-7.0,7.0,3.0
8,11,22,0.0,0.0,-1.0
8,11,23,0.0,0.0,-1.0
8,11,24,-6.0,6.0,5.0
8,11,25,-7.0,7.0,2.0
8,11,26,-8.0,8.0,4.0
8,11,27,0.0,0.0,-1.0
8,11,28,-10.0,10.0,4.0
8,11,29,0.0,0.0,-1.0
8,11,30,0.0,0.0,-1.0
8,11,31,-4.0,4.0,0.0
8,11,32,-9.0,9.0,2.0
8,11,33,0.0,0.0,-1.0
8,11,34,-8.0,8.0,4.0
8,11,35,0.0,0.0,-1.0
8,11,36,0.0,0.0,-1.0
8,11,37,0.0,0.0,-1.0
8,11,38,0.0,0.0,-1.0
8,11,39,0.0,0.0,-1.0
8,11,40,-5.0,5.0,1.0
8,11,41,-8.0,8.0,2.0
8,11,42,-10.0,10.0,4.0
8,11,43,0.0,0.0,-1.0
8,11,44,0.0,0.0,-1.0
8,11,45,0.0,0.0,-1.0
8,11,46,0.0,0.0,-1.0
8,11,47,0.0,0.0,-1.0
8,11,48,0.0,0.0,-1.0
8,11,49,0.0,0.0,-1.0
8,11,50,0.0,0.0,-1.0
8,11,51,0.0,0.0,-1.0
8,11,52,-4.0,4.0,2.0
8,11,53,0.0,0.0,-1.0
8,11,54,-6.0,6.0,0.0
8,11,55,0.0,0.0,-1.0
8,11,56,0.0,0.0,-1.0
8,11,57,-5.0,5.0,5.0
8,11,58,0.0,0.0,-1.0
8,11,59,0.0,0.0,-1.0
8,11,60,0.0,0.0,-1.0
8,11,61,0.0,0.0,-1.0
8,11,62,-3.0,3.0,1.0
8,11,63,-4.0,4.0,0.0
8,11,64,-6.0,6.0,5.0
8,11,65,0.0,0.0,-1.0
8,11,66,-8.0,8.0,2.0
8,11,67,0.0,0.0,-1.0
8,11,68,0.0,0.0,-1.0
8,11,69,0.0,0.0,-1.0
8,11,70,0.0,0.0,-1.0
8,11,71,0.0,0.0,-1.0
8,11,72,0.0,0.0,-1.0
8,11,73,0.0,0.0,-1.0
8,11,74,0.0,0.0,-1.0
8,11,75,0.0,0.0,-1.0
8,11,76,0.0,0.0,-1.0
8,11,77,0.0,0.0,-1.0
8,11,78,0.0,0.0,-1.0
8,11,79,0.0,0.0,-1.0
8,11,80,0.0,0.0,-1.0
8,11,81,0.0,0.0,-1.0
8,11,82,-3.0,3.0,3.0
8,11,83,0.0,0.0,-1.0
8,11,84,-6.0,6.0,5.0
8,11,85,0.0,0.0,-1.0
8,11,86,0.0,0.0,-1.0
8,11,87,-8.0,8.0,2.0
8,11,88,0.0,0.0,-1.0
8,11,89,-8.0,8.0,4.0
8,11,90,-20.0,10.0,5.0
8,11,91,0.0,0.0,-1.0
8,11,92,0.0,0.0,-1.0
8,11,93,0.0,0.0,-1.0
8,11,94,0.0,0.0,-1.0
8,11,95,0.0,0.0,-1.0
8,11,96,0.0,0.0,-1.0
8,11,97,0.0,0.0,-1.0
8,11,98,0.0,0.0,-1.0
8,11,99,0.0,0.0,-1.0
8,11,100,0.0,0.0,-1.0
8,11,101,0.0,0.0,-1.0
8,11,102,0.0,0.0,-1.0
8,11,103,0.0,0.0,-1.0
8,11,104,0.0,0.0,-1.0
8,11,105,0.0,0.0,-1.0
8,11,106,0.0,0.0,-1.0
8,11,107,0.0,0.0,-1.0
8,11,108,0.0,0.0,-1.0
8,11,109,0.0,0.0,-1.0
9,11,0,0.0,0.0,-1.0
9,11,1,0.0,0.0,-1.0
9,11,2,0.0,0.0,-1.0
9,11,3,0.0,0.0,-1.0
9,11,4,-4.0,4.0,5.0
9,11,5,0.0,0.0,-1.0
9,11,6,0.0,0.0,-1.0
9,11,7,-5.0,5.0,5.0
9,11,8,0.0,0.0,-1.0
9,11,9,0.0,0.0,-1.0
9,11,10,0.0,0.0,-1.0
9,11,11,0.0,0.0,-1.0
9,11,12,0.0,0.0,-1.0
9,11,13,-4.0,4.0,2.0
9,11,14,0.0,0.0,-1.0
9,11,15,0.0,0.0,-1.0
9,11,16,0.0,0.0,-1.0
9,11,17,0.0,0.0,-1.0
9,11,18,-5.0,5.0,3.0
9,11,19,0.0,0.0,-1.0
9,11,20,0.0,0.0,-1.0
9,11,21,0.0,0.0,-1.0
9,11,22,-5.0,5.0,3.0
9,11,23,0.0,0.0,-1.0
9,11,24,-4.0,4.0,1.0
9,11,25,0.0,0.0,-1.0
9,11,26,-4.0,4.0,1.0
9,11,27,0.0,0.0,-1.0
9,11,28,0.0,0.0,-1.0
9,11,29,-5.0,5.0,4.0
9,11,30,-7.0,7.0,4.0
9,11,31,-7.0,7.0,5.0
9,11,32,0.0,0.0,-1.0
9,11,33,-9.0,9.0,5.0
9,11,34,0.0,0.0,-1.0
9,11,35,0.0,0.0,-1.0
9,11,36,0.0,0.0,-1.0
9,11,37,0.0,0.0,-1.0
9,11,38,0.0,0.0,-1.0
9,11,39,0.0,0.0,-1.0
9,11,40,0.0,0.0,-1.0
9,11,41,0.0,0.0,-1.0
9,11,42,-5.0,5.0,1.0
9,11,43,0.0,0.0,-1.0
9,11,44,0.0,0.0,-1.0
9,11,45,-3.0,3.0,4.0
9,11,46,0.0,0.0,-1.0
9,11,47,0.0,0.0,-1.0
9,11,48,0.0,0.0,-1.0
9,11,49,0.0,0.0,-1.0
9,11,50,0.0,0.0,-1.0
9,11,51,0.0,0.0,-1.0
9,11,52,0.0,0.0,-1.0
9,11,53,0.0,0.0,-1.0
9,11,54,0.0,0.0,-1.0
9,11,55,-4.0,4.0,1.0
9,11,56,0.0,0.0,-1.0
9,11,57,0.0,0.0,-1.0
9,11,58,0.0,0.0,-1.0
9,11,59,-5.0,5.0,3.0
9,11,60,0.0,0.0,-1.0
9,11,61,-6.0,6.0,4.0
9,11,62,0.0,0.0,-1.0
9,11,63,0.0,0.0,-1.0
9,11,64,-6.0,6.0,4.0
9,11,65,0.0,0.0,-1.0
9,11,66,0.0,0.0,-1.0
9,11,67,-7.0,7.0,3.0
9,11,68,0.0,0.0,-1.0
9,11,69,0.0,0.0,-1.0
9,11,70,0.0,0.0,-1.0
9,11,71,0.0,0.0,-1.0
9,11,72,-4.0,4.0,0.0
9,11,73,0.0,0.0,-1.0
9,11,74,0.0,0.0,-1.0
9,11,75,0.0,0.0,-1.0
9,11,76,0.0,0.0,-1.0
9,11,77,0.0,0.0,-1.0
9,11,78,0.0,0.0,-1.0
9,11,79,0.0,0.0,-1.0
9,11,80,0.0,0.0,-1.0
9,11,81,0.0,0.0,-1.0
9,11,82,0.0,0.0,-1.0
9,11,83,-6.0,6.0,2.0
9,11,84,0.0,0.0,-1.0
9,11,85,0.0,0.0,-1.0
9,11,86,0.0,0.0,-1.0
9,11,87,-6.0,6.0,5.0
9,11,88,0.0,0.0,-1.0
9,11,89,-4.0,4.0,0.0
9,11,90,0.0,0.0,-1.0
9,11,91,-6.0,6.0,4.0
9,11,92,0.0,0.0,-1.0
9,11,93,-6.0,6.0,3.0
9,11,94,0.0,0.0,-1.0
9,11,95,-6.0,6.0,0.0
9,11,96,-6.0,6.0,1.0
9,11,97,0.0,0.0,-1.0
9,11,98,-6.0,6.0,3.0
9,11,99,0.0,0.0,-1.0
9,11,100,0.0,0.0,-1.0
9,11,101,0.0,0.0,-1.0
9,11,102,0.0,0.0,-1.0
9,11,103,0.0,0.0,-1.0
9,11,104,0.0,0.0,-1.0
9,11,105,0.0,0.0,-1.0
9,11,106,0.0,0.0,-1.0
9,11,107,0.0,0.0,-1.0
9,11,108,0.0,0.0,-1.0
9,11,109,0.0,0.0,-1.0
0,12,0,0.0,0.0,-1.0
0,12,1,0.0,0.0,-1.0
0,12,2,0.0,0.0,-1.0
0,12,3,0.0,0.0,-1.0
0,12,4,-4.0,4.0,5.0
0,12,5,0.0,0.0,-1.0
0,12,6,-6.0,6.0,2.0
0,12,7,0.0,0.0,-1.0
0,12,8,0.0,0.0,-1.0
0,12,9,-7.0,7.0,3.0
0,12,10,0.0,0.0,-1.0
0,12,11,0.0,0.0,-1.0
0,12,12,0.0,0.0,-1.0
0,12,13,0.0,0.0,-1.0
0,12,14,-5.0,5.0,3.0
0,12,15,0.0,0.0,-1.0
0,12,16,0.0,0.0,-1.0
0,12,17,-4.0,4.0,3.0
0,12,18,-8.0,8.0,4.0
0,12,19,0.0,0.0,-1.0
0,12,20,0.0,0.0,-1.0
0,12,21,0.0,0.0,-1.0
0,12,22,0.0,0.0,-1.0
0,12,23,0.0,0.0,-1.0
0,12,24,-3.0,3.0,0.0
0,12,25,0.0,0.0,-1.0
0,12,26,0.0,0.0,-1.0
0,12,27,0.0,0.0,-1.0
0,12,28,-6.0,6.0,5.0
0,12,29,-8.0,8.0,1.0
0,12,30,0.0,0.0,-1.0
0,12,31,0.0,0.0,-1.0
0,12,32,-8.0,8.0,2.0
0,12,33,0.0,0.0,-1.0
0,12,34,-3.0,3.0,0.0
0,12,35,0.0,0.0,-1.0
0,12,36,0.0,0.0,-1.0
0,12,37,0.0,0.0,-1.0
0,12,38,-6.0,6.0,1.0
0,12,39,0.0,0.0,-1.0
0,12,40,0.0,0.0,-1.0
0,12,41,0.0,0.0,-1.0
0,12,42,0.0,0.0,-1.0
0,12,43,0.0,0.0,-1.0
0,12,44,0.0,0.0,-1.0
0,12,45,0.0,0.0,-1.0
0,12,46,0.0,0.0,-1.0
0,12,47,-4.0,4.0,4.0
0,12,48,0.0,0.0,-1.0
0,12,49,0.0,0.0,-1.0
0,12,50,0.0,0.0,-1.0
0,12,51,0.0,0.0,-1.0
0,12,52,0.0,0.0,-1.0
0,12,53,0.0,0.0,-1.0
0,12,54,0.0,0.0,-1.0
0,12,55,-3.0,3.0,5.0
0,12,56,0.0,0.0,-1.0
0,12,57,0.0,0.0,-1.0
0,12,58,0.0,0.0,-1.0
0,12,59,0.0,0.0,-1.0
0,12,60,-4.0,4.0,3.0
0,12,61,0.0,0.0,-1.0
0,12,62,0.0,0.0,-1.0
0,12,63,0.0,0.0,-1.0
0,12,64,0.0,0.0,-1.0
0,12,65,-3.0,3.0,3.0
0,12,66,-4.0,4.0,5.0
0,12,67,0.0,0.0,-1.0
0,12,68,-4.0,4.0,0.0
0,12,69,0.0,0.0,-1.0
0,12,70,-5.0,5.0,1.0
0,12,71,0.0,0.0,-1.0
0,12,72,0.0,0.0,-1.0
0,12,73,-6.0,6.0,5.0
0,12,74,0.0,0.0,-1.0
0,12,75,0.0,0.0,-1.0
0,12,76,0.0,0.0,-1.0
0,12,77,0.0,0.0,-1.0
0,12,78,-4.0,4.0,5.0
0,12,79,0.0,0.0,-1.0
0,12,80,-4.0,4.0,0.0
0,12,81,-5.0,5.0,4.0
0,12,82,0.0,0.0,-1.0
0,12,83,-6.0,6.0,3.0
0,12,84,-5.0,5.0,0.0
0,12,85,0.0,0.0,-1.0
0,12,86,0.0,0.0,-1.0
0,12,87,0.0,0.0,-1.0
0,12,88,0.0,0.0,-1.0
0,12,89,0.0,0.0,-1.0
0,12,90,0.0,0.0,-1.0
0,12,91,0.0,0.0,-1.0
0,12,92,0.0,0.0,-1.0
0,12,93,0.0,0.0,-1.0
0,12,94,0.0,0.0,-1.0
0,12,95,-6.0,6.0,3.0
0,12,96,-4.0,4.0,0.0
0,12,97,0.0,0.0,-1.0
0,12,98,0.0,0.0,-1.0
0,12,99,0.0,0.0,-1.0
0,12,100,0.0,0.0,-1.0
0,12,101,0.0,0.0,-1.0
0,12,102,0.0,0.0,-1.0
0,12,103,0.0,0.0,-1.0
0,12,104,0.0,0.0,-1.0
0,12,105,0.0,0.0,-1.0
0,12,106,0.0,0.0,-1.0
0,12,107,0.0,0.0,-1.0
0,12,108,0.0,0.0,-1.0
0,12,109,0.0,0.0,-1.0
1,12,0,0.0,0.0,-1.0
1,12,1,-5.0,5.0,0.0
1,12,2,0.0,0.0,-1.0
1,12,3,-4.0,4.0,5.0
1,12,4,-7.0,7.0,4.0
1,12,5,0.0,0.0,-1.0
1,12,6,0.0,0.0,-1.0
1,12,7,-6.0,6.0,0.0
1,12,8,0.0,0.0,-1.0
1,12,9,0.0,0.0,-1.0
1,12,10,0.0,0.0,-1.0
1,12,11,0.0,0.0,-1.0
1,12,12,-4.0,4.0,1.0
1,12,13,0.0,0.0,-1.0
1,12,14,-4.0,4.0,1.0
1,12,15,0.0,0.0,-1.0
1,12,16,0.0,0.0,-1.0
1,12,17,0.0,0.0,-1.0
1,12,18,0.0,0.0,-1.0
1,12,19,0.0,0.0,-1.0
1,12,20,-4.0,4.0,1.0
1,12,21,0.0,0.0,-1.0
1,12,22,-6.0,6.0,4.0
1,12,23,-6.0,6.0,1.0
1,12,24,0.0,0.0,-1.0
1,12,25,-9.0,9.0,1.0
1,12,26,0.0,0.0,-1.0
1,12,27,-5.0,5.0,0.0
1,12,28,-10.0,10.0,1.0
1,12,29,0.0,0.0,-1.0
1,12,30,0.0,0.0,-1.0
1,12,31,0.0,0.0,-1.0
1,12,32,-9.0,9.0,2.0
1,12,33,-20.0,10.0,1.0
1,12,34,0.0,0.0,-1.0
1,12,35,-20.0,10.0,3.0
1,12,36,0.0,0.0,-1.0
1,12,37,0.0,0.0,-1.0
1,12,38,0.0,0.0,-1.0
1,12,39,0.0,0.0,-1.0
1,12,40,0.0,0.0,-1.0
1,12,41,0.0,0.0,-1.0
1,12,42,0.0,0.0,-1.0
1,12,43,0.0,0.0,-1.0
1,12,44,0.0,0.0,-1.0
1,12,45,0.0,0.0,-1.0
1,12,46,0.0,0.0,-1.0
1,12,47,0.0,0.0,-1.0
1,12,48,0.0,0.0,-1.0
1,12,49,-6.0,6.0,0.0
1,12,50,0.0,0.0,-1.0
1,12,51,-5.0,5.0,5.0
1,12,52,0.0,0.0,-1.0
1,12,53,0.0,0.0,-1.0
1,12,54,-3.0,3.0,1.0
1,12,55,0.0,0.0,-1.0
1,12,56,-5.0,5.0,1.0
1,12,57,0.0,0.0,-1.0
1,12,58,0.0,0.0,-1.0
1,12,59,0.0,0.0,-1.0
1,12,60,-7.0,7.0,5.0
